@relation D__cs583_researchProj_data

@attribute text string
@attribute @@class@@ {mixed,negative,neutral,positive}

@data
'\"$QCOM QUALCOMM, Inc. (QCOM): Qualcomm: Near Accumulation Zone [Intel ... \"',positive
'$STJ FDA panel concludes benefits of CarioMEMS\' remote monitoring device ...',positive
'$TDC Still No Deal In Washington, But KO, TDC, C, and JNJ Are All In Motion',positive
'RT @StockTwits: These 4 stocks are gaining a ton of social interest today on StockTwits $WHR',positive
'$JBLU  nearing 52-week high !!Technicals setup to breach That resistance at $7.28$EBAY $IBM $NOK $RAD $BAC $SAVE $DAL $LUV $LCC',positive
'$IBM US futures tick higher on hopes for debt deal',positive
'Great trade in $AAPL in the chat this morning... check it out for a week free:',positive
'$BBY Wolverine Hits New High',positive
'$SWN MORE IN Style',positive
'Option Millionaires: jimmybob: Watching $1028 as key long area on $PCLN -',positive
'RT @SwatOptions: $NFLX BOOOOOM',positive
'$PM Philip Morris International third quarter profit up on higher prices',positive
'Option Millionaires: jimmybob: $EXPE is a great way to play $PCLN',positive
'$QCOM stock quote, 10:17am: 68.92 +0.75 (+1.10\%).',positive
'$VZ Verizon\'s FiOS Rolls Climb',positive
'$RSG Ruling favors Yakima Valley farm workers',positive
'@lo_trading: Break above $4 will be good for this one. Earning coming this week.  $AMD',positive
'\"$amzn back on track? mind games i tell you! hate to say it so soon, but this could crank to the upside! \"',positive
'@SwatOptions $CELG warming up too',positive
'$PLL Pall Corporation (PLL) Ex-Dividend Date Scheduled for October 16, 2013',positive
'\"[VIDEO PLAYLIST] The \"\"Ultimate Muathe Breakout\"\" For TIMING Powerful Stocks  $TSLA $AAPL $IBM $YHOO $JDSU $VRTX $TZOO  \"',positive
'$HD - MARKET SNAPSHOT: Stocks Surge On Hopes For Fiscal Agreement',positive
'$COV Disposable Medical Devices Sensors Market worth $6212.7 Million by 2018',positive
'$MSFT - Neat and Microsoft Announce New Strategic Partnership',positive
'$MKC Osprey Medical Inc. Announces A$14 Million Placement',positive
'\"$497 is a the thunder, $500 the lightening $aapl\"',positive
'\"$BMY (Bristol-Myers Squibb) #SaveLockysDad Provide @NickAuden your safe/effective drug, PD1 via #CompassionateUse \"',positive
'RT @CBOE: Actives on open @ CBOE: $AAPL $FB $C $GOOG $FB $TSLA $ABX $YHOO $SIRI $MCP',positive
'$SWK Wall St. set for higher open on hopes of fiscal deal',positive
'$NFLX out NFLX 310 Oct Calls at $9.25 for 7.56\%',positive
'$BLK we have a runner',positive
'$ATI DIARY-S&P 500 EARNINGS MONTH AHEAD',positive
'Walmart accelerating smaller formats as it develops its unique market ecosystem; over 150 smaller format stores next year $WMT',positive
'$tmo set-up interesting action in oCT. 95 highlighted by 4100 block 10x daily avg already eps 10/23',positive
'Here are 4 stocks gaining a ton of social interest that you have to know about today --> $BLK',positive
'$WPO Blacksburg company buys Elks National Home in Bedford for $4.5 million',positive
'$MS BT Group Stock Rating Reaffirmed by Morgan Stanley (BT.A)',positive
'$NFLX How did you like the \"call\" after the comcast and cable carriers JV.. 330 is level that I think needs to really get giddy',positive
'$JPM daily broke triangle on earnings and continues higher',positive
'$UNP 290 migrants rescued in Italy as giant sea patrol begins',positive
'$WMB Forbes Health Summit: Industry Leaders Ponder the New World of Consumer ...',positive
'$PVH PVH to Focus on High-Margin Biz',positive
'$DIS \'Nightmare Before Christmas\' Turns 20: From Shameful Spawn To Disney\'s Pride',positive
'$PSX Hot Stocks - ConocoPhillips (NYSE:COP), Zoetis Inc (NYSE:ZTS), Phillips 66 ...',positive
'$NFLX here we go...  nice HOD..   315-317 will all be scale out areas ( don\'t be greedy)  so far very nice gains',positive
'Bopked my $AXP here If these cards correct I will buy them into Christmas',positive
'Long this morning $BLOX $BBBY $GPRC',positive
'McDonald\'s Corporation (NYSE:MCD) Continues To Enjoy Positive Rating $MCD',positive
'Closing some worn down short OTM $AAPL Puts.',positive
'\"RT @JonErlichman: JPMorgan boosts target price on Netflix shares to $340, up from $290 $NFLX $$\"',positive
'$AAPL going to lighten my load...',positive
'Another HUGE Profit Day today, thanks to $VLO $TSO',positive
'$PRU strong push higher',positive
'\"$AMZN H-P, Amazon among gainers as tech stocks rise@benpimentel',positive
'New 52wk Highs: $CAH',positive
'$AVP Avon Products, Inc. (AVP): Avon Products - I Remain Cautiously Optimistic As ...',positive
'\"$VZ Most Active Buzz: Utilities SPDR (ETF) (NYSEARCA:XLU), Verizon ...',positive
'MARKET SNAPSHOT: Stocks Surge On Hopes For Fiscal Agreement $NDX',positive
'Commented on: \"Ventas Is \'Pound For Pound\' One Of The Best REITs Around\" $HCP',positive
'$OMC MAKERS@ Announces Key Corporate Partners for The MAKERS Conference',positive
'#Nike appears ready to retest highs again. $NKE #stocks #trading',positive
'$CA 49 North Resources Inc. acquires interest in Omineca Mining and Metals Ltd.',positive
'$XONE bounce/rally continues. $IRBT $ADEP $DDD $PRLB $SSYS  $LOCK $F $IPGP $LOCK $FLIR $ARMH $FB',positive
'RT @SquawkStreet: Cramer\'s Six Stocks in Sixty Seconds $CLB $NUE $PPG $ALKS $DDD $CLX',positive
'Taking profits on $GOOG',positive
'\"$MKC Ontario agri-food cluster seeks investors in region\'s growing F&B sector, R&D ... \"',positive
'$YHOO Yahoo! Inc. (NASDAQ:YHOO) Benefits From Alibaba&#39;s Refusal To List On The ...',positive
'$WMT 76.75 is the key.. above that we get 80 no probs!',positive
'turns out providing data for cell phones is a good business $VZ',positive
'Is $CTXS a BUY? JPMorgan thinks so:',positive
'Buy $493.50 Stop at $491.60 ? $AAPL   took profit at $493.90',positive
'$GT Goodyear Tire names Thompson to succeed Wells as CFO',positive
'\"$MA Look at her Go..695-698 Zone Coming Up, Holds 694-695 - May See the big 7 Print \"',positive
'@CalConfidence if there\'s a resolution then $GS should trade up to $170 in no time*W\%R, MACD look good',positive
'More cool tech from $DIS .@IBMResearch: Cool haptic tech from Disney: “touchscreen that lets you feel textures”',positive
'$PM international share of Marlboro, excluding China and the Philippines, increased to 9.3\%',positive
'RT @DeeceX: We have a chance to SAVE A MAN\'S LIFE. @NickAuden\'s tumors can be treated using PD-1 drugs available from @Merck $MRK',positive
'$LIFE Ted\'s Montana Grill Yields Profit from Using NCR Pulse Real-Time Application',positive
'RT @WVFeministArmy: .@NickAuden & @andi_sloan show why #CompassionateUseReform is so necessary. Read:',positive
'RT @WVFeministArmy: $BMY @andi_sloan was helped by an #anonymous PharmaCo stepping up. YOU CAN DO IT TOO! #CompassionateUse 4 @NickAuden ht?',positive
'Technology Consulting Stock Accenture Is My Next Dividend Pick - Retweet',positive
'$BLK Stocks firm in face of U.S. debt reckoning',positive
'Long $AMD at 4.03',positive
'$CI Boice-Willis Clinic and Cigna Form Accountable Care Program to Improve Health and Lower Costs',positive
'$FDX nice continuation to another 52 wk highs',positive
'$CPB nice pivot as well Staples showing nice duplicity',positive
'Wells Fargo Is America\'s Most Profitable Bank  -- $JPM',positive
'Value Investing: 5 Most Profitable Stocks in the Warren Buffett Portfolio $AAPL $BURBY $MA $MTB $TMK',positive
'Taking profits today. Sold my $AET calls.Bought $SPY $171.5 weekly puts (Oct 25) @1.62. Deal won\'t go perfectly smooth in DC.',positive
'Boom. Ending this week with a bang. Thank you $GMCR & $AAPL',positive
'$MSFT above 34.14 goes to BEAST into 35\'s...just saying...',positive
'RT @CNNMoney: Apple stores to get a shot of high-style from Angela Ahrendts  …',positive
'\"@CAMAR024 +3.75 in under 60 minutes of trading = the new \"\"not making it easy for longs\"\" ~ okee dokee. $AAPL \"',positive
'Citi analyst Amit Bhalla upgraded Edwards Lifesciences $EW to “buy” from “neutral” and increased his price target to $86 from $75.',positive
'$PSX Noble Energy, Inc. (NYSE:NBL) and Phillips 66 (NYSE:PSX) Added to Equity ...',positive
'$COH ESPRIT POMS (Seniors) and ESPRIT POMS (Juniors) KICKED IT at Six Flags ...',positive
'\"RT @YahooFinance: #BestBuy to offer $100 towards iPhone 5s, 5c with #smartphone trade-in $? \"',positive
'\"$GE stock quote, 10:16am: 24.435 +0.185 (+0.76\%). \"',positive
'$MCK has crossed the Long Level Up To Learn More',positive
'$MSFT Microsoft climbs after analyst ups rating on shares',positive
'$EQR Atlanta group picks up another Triangle shopping center',positive
'$PEP IDEXX LABORATORIES, INC. : IDEXX Laboratories Names Brian McKeon ...',positive
'$PNC Leading Cancer Foundation Appoints Chief Development Officer',positive
'$MMM A look behind the scenes in pit lane as Red Bull Racing Australia prepares to ...',positive
'\"$WAT Stocks Roundup - General Motors Company (NYSE:GM), Exxon Mobil ...',positive
'$WDC Equitas Acquires Copper-Gold Project Containing Historical Past Producing ...',positive
'$TRV Brewer: Grand Canyon reopened to visitors Saturday',positive
'$SO California\'s struggling \'hydrogen highway\' plan gets new life ? and drivers ...',positive
'$TSO has crossed the Long Level Up To Learn More',positive
'$WMT Wal-Mart says focused on U.S. comp sales growth in \'tough\' economy: Full Story',positive
'RT @SAI: The Other Great Thing About Apple\'s New Hire: It Finally Has A Woman As One Of Its Top Executives $AAPL by @jyarow',positive
'$AAPL again showing its ability to act as a store of value and safe haven during turbulent markets.',positive
'$MCO Moody\'s assigns provisional ratings to Chrysler Capital Auto Receivables Trust 2013-A',positive
'WO2013152288A1 Increasing Signal To Noise Ratio For Creation Of Generalized And Robust ... $AMAT #G06F #G06F17',positive
'Its nice to be across the pond and trad things from my morning note.  $fslr and $wlt worked well.  Trim and trail',positive
'$ORCL ORACLE CORPORATION : iRacing Drives Extreme Performance with Oracle ...',positive
'$DVN update. 61.1 is high of year from Jan. Over that 62.85-63 will be quick.',positive
'$UTX Tracking above yesterday HOD 107.11 this could hit new high in the coming weeks if we can hold and close above 107',positive
'$NUE Nucor earnings rise as sheet steel prices improve',positive
'\"@mproffitt If everything co-operates, I would be pleased if $SE can show ~$2 up, and $CNP ~$1 up. That would put both positions in the money \"',positive
'\"8. , $NFLX reminding 2013 stock market bears that being long bearish short interest is where its all at \"',positive
'$CME and $ORLY calls up huge',positive
'\"$VZ Verizon Communications Now #22 Largest Company, Surpassing \"',positive
'$HP Helmerich & Payne PT Raised to $80.00 at RBC Capital (HP)',positive
'$AAPL Still looks good and i\'m a buyer @ $492.50 area and a chaser over resistance',positive
'More from Wal-Mart\'s investor meeting presentation $WMT',positive
'$TSS CarCharging Completes $3.335 Million Purchase of ECOtality\'s Blink Assets and ...',positive
'$C SMF Energy Corp Now Covered by Analysts at Citigroup Inc. (FUEL)',positive
'$PFG New Report Offers 360 Degree Approach to Retirement Preparedness',positive
'$MOS An excerpt from Brad Stone\'s “The Everything Store”',positive
'NEW SETUP: $IBM is coming back and  could break this downward wedge pattern. Go LONG @ 186.70',positive
'JP Morgan Initiates Coverage on $LRCX as Inflections in Semi Manufacturing Drive Growth Outlook',positive
'$BBY - Weekly chart - Cleared a long term descending trend line this week.',positive
'Taking some profit $S',positive
'\"$CSC Lucrative Penny Stocks - Cloud Security Corp(OTCBB:CLDS), MEDINAH ...',positive
'$pcln flexing its muscles also... nothing touches $tsla action today though',positive
'$MMM 3M Invests in TaKaDu..',positive
'?HIGHEST \% OF CALLS TRADING @ OFFER - $VALE $MU $TNA',positive
'$NTRS Weekend: Your guide to entertainment in Northeast Pennsylvania',positive
'wanna roll into $nflx but Im already in enough momo for the day. ($aapl is a value stock, not momo btw lol)',positive
'I will take a small profit of the $BMY trade under my original PT1 level to reduce risk as it moved faster than expected.This is good.',positive
'RT @InvestorWand: Is $NFLX a BUY? Needham & Company thinks so:',positive
'$AAPL 497.38-.68 important with 494.82 close or better constructive for a 500 Print',positive
'$PSX 2.06 we\'re almost at the 200 dma here',positive
'Private Exchange Boom Continues Ahead Of ObamaCare $TWX',positive
'humble but squealing a little, just a little rushing to 500. $AAPL',positive
'Buying @Burberry tie today. I am loyal to anybody & anything that is loyal to $AAPL',positive
'New recommendation from Tao Levy of Wedbush Securities Inc. for $STJ is BUY.Price target is $60:',positive
'Commented on: \"Ventas Is \'Pound For Pound\' One Of The Best REITs Around\" $HCP',positive
'$SWK Markets advance as turning point approaches',positive
'@Tstrarup $SNDK - you have it.  Huge move today already',positive
'$TWX Astronomical Ticket Sales Boost ?Gravity? at Box Office',positive
'$SHW has crossed the Long Level Up To Learn More',positive
'$AAPL next week at $478 - Apple stock would be an attractive prospect - maybe?',positive
'Everyone is trading stocks! -» $SCHW reports new retail brokerage accounts rise 14\% in Q3',positive
'$DUK House hopefuls raise $2.2M',positive
'\"$ANF - Abercrombie & Fitch Co.\'s \"\"Buy\"\" Rating Reaffirmed at FBR Capital Markets #ANF \"',positive
'$HSY Local brewers win big at Great American Beer Festival',positive
'$PFG US Hot Stocks Futures: Hot Stocks to Watch',positive
'Got few more $NFLX W315 C @ .17',positive
'\"RT @howardlindzon: \"\"@StockTwits: BlackRock $BLK has $3.9 trillion of assets under management. That\'s larger than the GDP of India and Russi… \"',positive
'$MSI E2OPEN INC : Motorola Solutions and E2open to Present at CSCMP Annual ...',positive
'$JNJ Stock Futures Shed Early Gains; Apple, Johnson & Johnson Rising',positive
'$STT Northern Trust Earnings Outperform',positive
'$jcp : folks even addicts have \"sane days\" this is a case oF MMs keepin the bid up to let their clients unload. I do it all the time.',positive
'$WFC option trade just went in my favor. Follow the whole trade here:',positive
'$YHOO Yahoo! Inc (NASDAQ:YHOO) Has Alibaba and Rising User Base To Justify Its ...',positive
'$FSLR has crossed the Long Level Up To Learn More',positive
'$PCLN will make New 52 Week Highs Soon. BULL of the YEAR!!!',positive
'$NWSA Stevia Corp. Announces MOU With International Food Manufacturer',positive
'$JNJ Johnson & Johnson - Solid Earnings, But Momentum Has Pushed Up Expectations',positive
'$LMT RBC Capital Reiterates Hold Rating for Lockheed Martin Corp. (LMT)',positive
'Ross Stores, Inc.: The stock is testing its highs. $ROST',positive
'$CTSH Sprylogics strengthens its Board of Directors and Advisory Board by adding ...',positive
'$MMM GEMI Develops Sustainable Supply Chain Tool',positive
'Buffett Buys British Vending-Machine Maker for $1.1 Billion:  Article originally posted in WSJ... $BRK.B',positive
'$EOG profit taking area here if you caught this trade off 176...',positive
'@SquawkStreet A US default would be like going to $MCD and they\'re outa burgers!',positive
'$COP Homesick Oil Majors Turn Home for Growth',positive
'$TSLA $NFLX holding strong our CALLs from Monday deep ITM',positive
'Wow! An IBM\'er running $MSFT sounds wonderful. Prior too this suggestion I thought Ford\'s CEO had inside ...',positive
'$NFLX Netflix gains after report of talks with pay TV companies',positive
'Apple\'s Technology Lead Is Set To Extend To More Products position.)',positive
'RT @WVFeministArmy: We have a chance to SAVE A MAN\'S LIFE. @NickAuden\'s tumors can be treated using PD-1 drugs available from #Merck & #Bri…',positive
'Buckle up $NFLX $FB $YY',positive
'$NFLX - WISEGUYS BUYING THE $320 WEEKLYS EARLY IN WK KNEW WHAT THEY WERE DOING, HUH?',positive
'$MCHP Linear Tech Beats Q1 Earnings - Analyst Blog',positive
'$PXD 6 months old, but a great report on Spraberry/Wolfcamp, loaded with information.',positive
'\"$SBUX Buzz Stocks: BlackBerry Ltd (BBRY), Starbucks Corporation (SBUX), Amazon ...',positive
'$TSO boom!',positive
'Commented on StockTwits: $TDC good edge +2.5\% on 65\% prob!',positive
'all out $SNDK 21 bars 67.10 +.42',positive
'$DHI near support and resistance area: 18.24 to 18.27',positive
'$NFLX looking good to 314',positive
'$WAG WALGREEN COMPANY : WellStar and Walgreens Announce Clinical ...',positive
'$AAPL Of course, one o/n above 500 would also confirm breaking 500 resistance.',positive
'$FDX FedEx Custom Critical Launches Temp-Assure® Shipping Studies..',positive
'$WAG Rite Aid: Still A Buy',positive
'\"RT @SeekingAlpha: Twitter, Comcast Deal Just The Tip Of The Iceberg $TWTR',positive
'Good turn for $GME into the green after open.  Keep pushing now!',positive
'@NataliieHY $wag yolo',positive
'Still holding Utility longs - $STR $EE $AWR $GXP $XELAggressive pull back/spike on $VPU ETF',positive
'$CSC ExxonMobil gives $65000 to LSU Foundation',positive
'\"$NTRS As heating season begins, heating fuel prices holding steady \"',positive
'#Applause @ladygaga got that fag $wag but after all she is a woman of choice #ARTPOP',positive
'@axiosadvisors @BarbarianCap bahahaha. Yeah $XOM is going to buy a $30B EV company that\'s 70\% gas by reserves. No.',positive
'$SBUX Plea to Customers: Help End the #Shutdown! #debtceiling',positive
'\"JC & I lay it down... \"\"@allstarcharts: This weekend\'s market video is out! $VXX\"\" \"',positive
'Swing Trade Hit List: $NBR, $PAY, $TIF, $VSH, $PFG  SharePlanner',positive
'$DFS New App Makes Print Textbook Pages Come to Life on a Mobile Device',positive
'Comerica Earnings Rise on Fee Income Growth: $KEY',positive
'$WPO Hans Riegel, boss of Haribo candy company who took the gummi bear to global ...',positive
'Bullish trades continue to move well; bearish holding support areas. $ULTA',positive
'Growth In The Permian Basin And Apache $APA',positive
'\"$AMZN The Weekender: spinning singles, sensing smoke, and sniffing out samples \"',positive
'RT @MarketWatch: Johnson & Johnson shares up 2\% after earnings beat $JNJ',positive
'$WPX found support around $19 and bounced back up.',positive
'$AAPL attempting breakout >9/23 hi',positive
'Flextronics Hiring 1,700 Workers in Austin for \'Next Generation Desktop Computer\' Likely New Mac Pro $AAPL',positive
'$ZION and $PACW too favorites when banks gitty yup',positive
'$SPG has crossed the Long Level Up To Learn More',positive
'$PGR Penny Stocks on the Run - Roche Holding Ltd. (ADR) (OTCMKTS:RHHBY ...',positive
'RT @bespokeinvest: Here is our list of key companies reporting earnings this week: ?',positive
'$NUE very well may hit wedge target today 50.33',positive
'\"$AAPL Once the huge 500 call OI pressure is off, then 505+ is imminent and OI is not as big... \"',positive
'RT @PVBTrader: $NFLX still looks like it wants higher',positive
'Google holds onto search lead, while Microsoft edges up slightly: ComScore $MSFT',positive
'\"$JPM Sizzling Penny Stocks - Unseen Solar, Inc. (OTCMKTS:PCWT), JPMorgan ... \"',positive
'\"$AAPL 497.58 yesterdays highs, needs to hold that for continuation \"',positive
'RT @jonfortt: Digitimes claim: MediaTek shipped 65M+ smartphone solutions to China in Q3, 50\%+ of market share $QCOM',positive
'$PRU Prudential Financial Rating Increased to Outperform at Zacks (PRU)',positive
'RT @WalmartNewsroom: $WMT CEO Reports Substantial Progress on Key Strategies and Focus on Near-Term Execution to Deliver Results',positive
'$PSA DRY CASK STORAGE: Public presentation evidence of new pro-active approach',positive
'\"Google had 66.9\% of the US explicit core search mkt in Sept. Microsoft came in 2nd, with a mkt share of 18\%. (via @comScore) $GOOG $MSFT \"',positive
'$WAG Rite Aid Corporation (RAD): Rite Aid: Still A Buy [Walgreen Company, CVS ...',positive
'$WAT APTwater buys remaining Sepro shares from Sojitz',positive
'Edward Jonesâ€™ Jeff Windau: $ABT 3Q highlights overall strength, strong medical device & intl/emerging market presence',positive
'$PRU has crossed the Long Level Up To Learn More',positive
'Can\'t say they don\'t have style: Apple hires Angela Ahrendts, CEO of Burberry, to head its retail efforts $AAPL',positive
'RT @jessicawohl: By year-end, 2/3 of #Walmart U.S. stores will have self checkout counters $WMT',positive
'Best options #trading courseware for FREE Must attend webinar Sunday 8 pm $NFLX $CMG',positive
'$WU Iran Floats Prospect Of Opening Energy Industry To West',positive
'Wall Street Looks Favorably on $MSFT Efforts to Restructure:',positive
'$ISRG BOOOOM',positive
'Earnings Scope for the week of 10-14-13 $RT $HCSG $YHOO $GBX $FCFS $UFPI: @YouTube',positive
'$TXN - Texas Instruments named Thomson Reuters 2013 Top 100 Global Innovator for Second Consecutive Year',positive
'$GS BOOOOM NEW HOD and going for 160\'s',positive
'Bull of the Day: Valeant Pharma $JNJ',positive
'$MPC Pearl Jam conquers Worcester',positive
'done for today.. thanks $EXPE for neat profits',positive
'10 NYSE Biggest Percentage Gainers @ 10:32 AM $JKS $PRISB $PRIS $MUX $CTC $FSM $EXK $SFUN $AG $BTU',positive
'$PXD has crossed the Long Level Up To Learn More',positive
'RT @scripnews: AbbVie\'s Humira to hold top spot among autoimmune, all drugs through 2018 $ABBV $PFE $AMGN $JNJ',positive
'$NYX Futures higher amid hopes for debt deal; BAC climbs',positive
'$TAP new HOD $52.21',positive
'\"$AAPL I dont think Apple IV would come down from 31 level. We have an event on 22nd and EA on 28. If anything, IV would increase. \"',positive
'Rite Aid: Still A Buy $RAD',positive
'$SWK Stock Futures Tick Higher; Mattel, Advance Auto Jump',positive
'$MA MASTERCARD INC : Western Union Launches My WU Prepaid Card Jointly with ...',positive
'$GWW W.W. GRAINGER, INC. : W.W. Grainger 3rd-Quarter Profit up 36\% as Stronger ...',positive
'$PXD has crossed the Long Level Up To Learn More',positive
'$WYN WYNDHAM WORLDWIDE CORPORATION : Stay Two Nights with HoJo, See the ...',positive
'Sell $496.60 Stop at $498.30 ? $AAPL  took profit at $496.30',positive
'$AAMRQ $LCC $DAL $HA $UAL $JBLU $SKYW $LUV $ALK Airline stocks climb after JPMorgan upgrades AMR Corp.',positive
'$JCP $7.9 bounce area <SCALP>',positive
'\"$IVZ Volume Buzz: Invesco Ltd. (NYSE:IVZ), Southwest Airlines Co. (NYSE:LUV)',positive
'$TRV hit the 85.49 target I was shooting for',positive
'$WLP has crossed the Long Level Up To Learn More',positive
'Yum! Brands $YUM Director Walter has disclosed buying 20k shares at USD 66.09/Shr in an SEC filing #stocks',positive
'RT @jimcramer: She is a Huge $CRM fan! RT @nytimesbusiness: Apple Hires Burberry C.E.O.',positive
'$AMZN :  Calls have done very Nicely so far this morning!',positive
'Took profits on $GOOG',positive
'$LUV Graham bullish on infrastructure Texas to shame toll scofflaws House Dems ask ...',positive
'$msft green',positive
'$INTC looks like a good r/r - stops are/risk are less than an 1/8',positive
'$GS now red',positive
'$PXD Fracking Is Fueling Huge Demand for Pickup Trucks',positive
'Holding my $Bac November\'s 14-15 spread into earnings',positive
'$APC calls 16\% and counting',positive
'Most bullish stocks on Twitter: $aa $amd $anr $atvi $bbry $bby $clf $cvx $fdx $gild $hot $jnj $lng $ma $mw',positive
'Netflix tops S&P 500 on possible cable deal - Movers & Shakers $NFLX',positive
'UPS Founder Jim Casey Delivered Goods The Best #UPS',positive
'\"$CHK with a nice rip, Mrs. Shirt\'s IRA likes that ;) \"',positive
'$CVX \"V\" bottom formation bearish one-month DT line broke. Bullish',positive
'$TSS Interactive 360 Highlights Competitive Pricing through the Means of Buyer ...',positive
'$NYX Stocks soar 1\% amid last-minute budget deal hopes, Dow rallies 180',positive
'CHART UPDATE: On 9/26 we rec shorting $TDC @ 57.75. Now that rec is up 24\%! Time to take profits!',positive
'$PNC Acxiom Announces $600 Million Refinancing',positive
'Mid-Morning Update: Markets Rise; $BAC Posts Higher Profit $AAP $MAT $GDOT',positive
'Is $GILD a BUY? Citi thinks so:',positive
'$SHW Finishing touch: Benjamin Moore\'s Newark paint plant reopens following ...',positive
'$AAPL Apple Surpassed This Rival in Mobile Processor Revenues',positive
'? ALERT $PWR - PLAYER ACCUMULATING A BUNCH OF NOV 30 CALLS - #BULLISH',positive
'Automate a 7 to 10\% return with this #Options system Must attend webinar Sunday 8 pm $AAPL $AMZN',positive
'Johnson & Johnson led White Sox $JNJ',positive
'$AAPL Jeff Bezos and Steve Jobs: Both Estranged From Dads and Wild Tech Successes - ABC News',positive
'$brcm like the daily earning oct 22',positive
'Is Burberry CEO Angela Ahrendts Apple\'s $AAPL perfect retail hire? Quite possibly on so many levels.',positive
'Investors react positively to SanDisk\'s earnings. $SNDK',positive
'$URBN OCT CALL BUYING!',positive
'\"$DELL Yacktman Fund Buys Coca-Cola, PepsiCo, , Exxon Mobil, Sells Cisco Systems ... \"',positive
'$PFG Western Union Launches My WU Prepaid Card Jointly with Lottomatica (GTECH ...',positive
'$XRX JPMorgan Chase Inducts VMTurbo into Hall of Innovation',positive
'$DIS Hulu CEO Pick Said to Be Exec Experienced in Negotiating With Pay-TV Services',positive
'\"$INTC - TECH STOCKS: Techs Join Market Retreat, But Netflix Rallies \"',positive
'$X looks like we\'re setting up for another run +19.87\% holding',positive
'$WHR Whirlpool Corporation Declares Quarterly Dividend',positive
'Allergan Defends Its Territory Against Increased Competition $AGN',positive
'$TSS Analysts Upgrades – Nokia Corporation, Advanced Micro Devices, Alcatel ...',positive
'go sammy go!  u know we\'re on it! @SamanthaLaDuc: $FSLR now I like it. setting up to pull a $SCTY. Needs to clear $45 and needs tight...',positive
'$AAPL still struggling to get above 497-498 ..good scale',positive
'Yahoo!\'s Earnings Report Wasn\'t Just About Yahoo! $AAPL',positive
'$GS Pharmacyclics Stock Rating Upgraded by Goldman Sachs Group Inc. (PCYC)',positive
'Besides $REGN $CELG $PCYC...time for STwits to create a site for $RCPT (NASDAQ: RCPT up >$4)...so that locals can hear of S1PR modulators',positive
'$AAPL Apple Inc. to automate home appliances through iWatch',positive
'Gaps to be filled higher in $CVX go all the way to 119.30. That my short term target for the next few sessions',positive
'$XOM ExxonMobil gives $65000 to LSU Foundation: ExxonMobil gives $65000 to LSU FoundationWVLA-TV - 23 minute...',positive
'@TradeTexasBig @TweetLeni I sold my $VLO too soon yesterday :(',positive
'$PSA has crossed the Long Level Up To Learn More',positive
'Jump $AAPL JUMP!!!!',positive
'$TAP Molson Coors Brewing&#39;s Neutral Rating Reaffirmed at Zacks (TAP)',positive
'$RHI - Robert Half International Receives New Coverage from Analysts at Jefferies Group #RHI',positive
'Analyst Upgrades: Yahoo! Inc. (YHOO), Intel Corporation (INTC), and Ford Motor ... $YHOO',positive
'$HAR has crossed the Long Level Up To Learn More',positive
'RT @WVFeministArmy: $BMY happy to hear PD-1 = safe/effective. Now pls give @NickAuden access via #CompassionateUse 2 #savelockysdad #BMS ht?',positive
'$EL Sally Susman \'84 appointed to Library of Congress board',positive
'RT @WallStJesus: $URBN OCT CALL BUYING!',positive
'$SWN good pivot here and push> 200dma',positive
'RT @Lil_7hugg: ?@YellowTayy_: ?@HoesLove_Niyyah: Couldnt $aee it NO 6ETTER Then Thiss !! ???',positive
'When you see Jason Pang of Prima Cinema present his product at #stocktoberfest you will be blown away $nflx',positive
'Adding $S Sprint. Very cheap imo',positive
'$CME and $ORLY calls up huge',positive
'Isabel is Long on $FISV at #NASDAQ. Our profit 3.9\%. Target price $105.77. More info on #stocks',positive
'.@tedmurphy talking $CMCSA / #Twitter deal on .@Varneyco right now! Tune it! #tech',positive
'$TWC Netflix Looks To Strike Streaming Deal With Cable Companies',positive
'Strong Start To Fiscal 2014 For Nike $NKE',positive
'$PFG A Simplified Deferred Compensation Plan with No-Cost Administration..',positive
'$SO Southern Specialties Adds New Raspberry Variety To Berry Lineup',positive
'$COV Zalicus regains compliance on Nasdaq price rule',positive
'$PEP Stock Futures Shed Early Gains; Apple, Johnson & Johnson Rising',positive
'RT @SwatOptions: $AAPL BOOOOM... 500s coming',positive
'Free 30-day trial to cutting-edge Options service Average 35\% return this month $PCLN $BIDU',positive
'RT @SeekingAlpha: Speculating In Mining Stocks For The Next $100 In Gold $GLD',positive
'\"What\'s $AAPL cookin up in Cupertino? They tapped @YSL CEO Deneve this summer, & now @AngelaAhrendts of Burberry? We\'ll discuss @SquawkStreet \"',positive
'$SPG Market Moves: Zurich departures and Tripp\'s return top what has been a busy ...',positive
'$NTRS Northern Trust Earnings Outperform',positive
'As easy as $ABC',positive
'$MSFT making NEW HOD and going for 35\'s....',positive
'RT @OptionRunners: $S upgraded this morning. Large put sale 2 days ago for about $500,000 on the November 6x puts. Up about 30\% here >',positive
'\"My exit on $JNJ was perfect, almost high of the day, check out how to play gaps - \"',positive
'\"\"\"@OptionsTrader31: $CMCSA Strong action + strong chart.\"\" // Closed my position but OI in Jan\'14 45C remain. #bullish',positive
'$FSLR has crossed the Long Level Up To Learn More',positive
'$DAX UP 0.40\% similar to $DOW & others here, AUS $BHP Billiton, indicated >1\%, so $DOW TWIN should get stronger later,PUSH $DAX UP, more',positive
'$QCOM stock quote, 9:47am: 68.23 +0.48 (+0.71\%).',positive
